Date,DON Load SAR,NO3 Load SAR,NH4 Load SAR,DON Load GR,NO3 Load GR,NH4 Load GR,ddon,ddin,dtn,TEMP
11/25/1990,183,5977,48,1478,833,73,0.01661,0.06931,0.08592,16.44153843
11/26/1990,180,5895,48,1653,972,80,0.01833,0.06995,0.08828,16.36461536
11/27/1990,175,5763,47,1610,938,78,0.01785,0.06826,0.08611,16.28769228
11/28/1990,175,5763,47,1613,940,78,0.01788,0.06828,0.08616,16.2107692
11/29/1990,174,5746,47,1533,876,75,0.01707,0.06744,0.08451,16.13384613
11/30/1990,148,5004,42,1487,840,73,0.01635,0.05959,0.07594,16.05692305
12/01/1990,140,4752,40,1547,888,76,0.01687,0.05756,0.07443,15.97999997
12/02/1990,140,4752,40,1496,847,74,0.01636,0.05713,0.07349,15.9030769
12/03/1990,137,4679,39,1498,849,74,0.01635,0.05641,0.07276,15.82615382
12/04/1990,144,4878,41,1450,810,72,0.01594,0.05801,0.07395,15.74923074
12/05/1990,167,5544,45,1450,810,72,0.01617,0.06471,0.08088,15.67230767
12/06/1990,167,5544,45,1458,817,72,0.01625,0.06478,0.08103,15.59538459
12/07/1990,148,5004,42,1478,833,73,0.01626,0.05952,0.07578,15.51846151
12/08/1990,136,4642,39,1521,867,75,0.01657,0.05623,0.0728,15.44153844
12/09/1990,134,4587,39,1427,792,71,0.01561,0.05489,0.0705,15.36461536
12/10/1990,134,4568,39,1453,813,72,0.01587,0.05492,0.07079,15.28769228
12/11/1990,145,4896,41,1493,844,73,0.01638,0.05854,0.07492,15.21076921
12/12/1990,159,5320,44,1524,869,75,0.01683,0.06308,0.07991,15.13384613
12/13/1990,167,5544,45,1556,894,76,0.01723,0.06559,0.08282,15.05692305
12/14/1990,155,5216,43,1561,899,76,0.01716,0.06234,0.0795,14.97999998
12/15/1990,138,4715,40,1570,906,77,0.01708,0.05738,0.07446,14.9030769
12/16/1990,136,4624,39,1493,844,73,0.01629,0.0558,0.07209,14.82615382
12/17/1990,136,4624,39,1601,931,78,0.01737,0.05672,0.07409,14.74923075
12/18/1990,157,5268,43,1524,869,75,0.01681,0.06255,0.07936,14.67230767
12/19/1990,171,5662,46,1513,860,74,0.01684,0.06642,0.08326,14.59538459
12/20/1990,164,5458,45,1507,856,74,0.01671,0.06433,0.08104,14.51846152
12/21/1990,144,4878,41,1665,982,80,0.01809,0.05981,0.0779,14.44153844
12/22/1990,133,4550,39,1498,849,74,0.01631,0.05512,0.07143,14.36461536
12/23/1990,131,4476,38,1530,874,75,0.01661,0.05463,0.07124,14.28769229
12/24/1990,131,4476,38,1521,867,75,0.01652,0.05456,0.07108,14.21076921
12/25/1990,154,5181,43,1538,881,75,0.01692,0.0618,0.07872,14.13384613
12/26/1990,173,5696,46,1644,966,79,0.01817,0.06787,0.08604,14.05692306
12/27/1990,183,5961,48,1550,890,76,0.01733,0.06975,0.08708,13.97999998
12/28/1990,183,5961,48,1481,835,73,0.01664,0.06917,0.08581,13.9030769
12/29/1990,176,5779,47,1544,885,76,0.0172,0.06787,0.08507,13.82615383
12/30/1990,179,5879,47,1604,933,78,0.01783,0.06937,0.0872,13.74923075
12/31/1990,183,5961,48,1550,890,76,0.01733,0.06975,0.08708,13.67230768
01/01/1991,179,5879,47,1527,872,75,0.01706,0.06873,0.08579,13.5953846
01/02/1991,176,5796,47,1564,901,76,0.0174,0.0682,0.0856,13.51846152
01/03/1991,176,5796,47,1844,1126,87,0.0202,0.07056,0.09076,13.44153845
01/04/1991,179,5879,47,1812,1100,86,0.01991,0.07112,0.09103,13.36461537
01/05/1991,188,6107,49,3297,2256,145,0.03485,0.08557,0.12042,13.28769229
01/06/1991,255,7676,61,3986,2752,173,0.04241,0.10662,0.14903,13.21076922
01/07/1991,246,7481,60,2531,1672,115,0.02777,0.09328,0.12105,13.13384614
01/08/1991,230,7107,57,2271,1467,104,0.02501,0.08735,0.11236,13.05692306
01/09/1991,230,7107,57,2549,1686,115,0.02779,0.08965,0.11744,12.97999999
01/10/1991,226,7034,56,2640,1757,119,0.02866,0.08966,0.11832,12.90307691
01/11/1991,308,8705,71,5342,3642,228,0.0565,0.12646,0.18296,12.82615383
01/12/1991,361,9612,80,21538,9180,993,0.21899,0.19865,0.41764,12.74923076
01/13/1991,329,9077,74,26782,9999,1272,0.27111,0.20422,0.47533,12.67230768
01/14/1991,275,8081,65,12417,6894,541,0.12692,0.15581,0.28273,12.5953846
01/15/1991,224,6990,56,6137,4115,262,0.06361,0.11423,0.17784,12.51846153
01/16/1991,205,6519,52,7355,4776,314,0.0756,0.11661,0.19221,12.44153845
01/17/1991,203,6488,52,9129,5621,391,0.09332,0.12552,0.21884,12.36461537
01/18/1991,221,6915,55,9661,5850,415,0.09882,0.13235,0.23117,12.2876923
01/19/1991,348,9400,77,12787,7018,559,0.13135,0.17054,0.30189,12.21076922
01/20/1991,2324,18226,399,30490,10442,1478,0.32814,0.30545,0.63359,12.13384614
01/21/1991,4752,18533,798,40362,11250,2054,0.45114,0.32635,0.77749,12.05692307
01/22/1991,1620,17263,285,47162,11593,2471,0.48782,0.31612,0.80394,11.97999999
01/23/1991,606,12596,121,22953,9427,1067,0.23559,0.23211,0.4677,10.00999999
01/24/1991,427,10583,91,7596,4898,324,0.08023,0.15896,0.23919,10.76499999
01/25/1991,361,9601,80,5473,3723,234,0.05834,0.13638,0.19472,11.51999998
01/26/1991,330,9101,74,5047,3458,216,0.05377,0.12849,0.18226,11.68460524
01/27/1991,343,9321,77,4787,3291,205,0.0513,0.12894,0.18024,11.84921051
01/28/1991,360,9590,79,4722,3249,203,0.05082,0.13121,0.18203,12.01381577
01/29/1991,322,8947,73,4050,2796,175,0.04372,0.11991,0.16363,12.17842103
01/30/1991,289,8341,67,3797,2619,165,0.04086,0.11192,0.15278,12.3430263
01/31/1991,275,8067,65,3515,2416,154,0.0379,0.10702,0.14492,12.50763156
02/01/1991,260,7772,62,3484,2393,153,0.03744,0.1038,0.14124,12.67223682
02/02/1991,251,7579,60,3453,2371,151,0.03704,0.10161,0.13865,12.83684208
02/03/1991,277,8120,65,3453,2371,151,0.0373,0.10707,0.14437,13.00144735
02/04/1991,292,8405,68,4209,2906,182,0.04501,0.11561,0.16062,13.16605261
02/05/1991,1817,17624,317,9982,5984,429,0.11799,0.24354,0.36153,13.33065787
02/06/1991,6284,18069,1056,30576,10451,1483,0.3686,0.31059,0.67919,13.49526314
02/07/1991,5360,18371,900,40809,11277,2080,0.46169,0.32628,0.78797,13.6598684
02/08/1991,1429,16812,254,40362,11250,2054,0.41791,0.3037,0.72161,13.82447366
02/09/1991,619,12716,123,17152,8256,770,0.17771,0.21865,0.39636,13.98907893
02/10/1991,480,11257,100,7802,5001,333,0.08282,0.16691,0.24973,14.15368419
02/11/1991,409,10327,88,6304,4210,269,0.06713,0.14894,0.21607,14.31828945
02/12/1991,353,9479,78,5473,3723,234,0.05826,0.13514,0.1934,14.48289471
02/13/1991,330,9089,74,5145,3520,220,0.05475,0.12903,0.18378,14.64749998
02/14/1991,313,8802,71,5080,3479,218,0.05393,0.1257,0.17963,14.81210524
02/15/1991,302,8593,69,4626,3186,199,0.04928,0.12047,0.16975,14.9767105
02/16/1991,283,8238,66,4497,3100,194,0.0478,0.11598,0.16378,15.14131577
02/17/1991,259,7758,62,4273,2949,184,0.04532,0.10953,0.15485,15.30592103
02/18/1991,254,7648,61,3986,2752,173,0.0424,0.10634,0.14874,15.47052629
02/19/1991,255,7662,61,4304,2971,186,0.04559,0.1088,0.15439,15.63513156
02/20/1991,250,7565,60,4177,2884,181,0.04427,0.1069,0.15117,15.79973682
02/21/1991,305,8643,70,4755,3270,204,0.0506,0.12187,0.17247,15.96434208
02/22/1991,386,9999,84,5014,3437,215,0.054,0.13735,0.19135,16.12894734
02/23/1991,343,9309,77,4497,3100,194,0.0484,0.1268,0.1752,16.29355261
02/24/1991,285,8276,67,4465,3079,192,0.0475,0.11614,0.16364,16.45815787
02/25/1991,257,7717,62,4400,3036,190,0.04657,0.11005,0.15662,16.62276313
02/26/1991,238,7296,58,4304,2971,186,0.04542,0.10511,0.15053,16.7873684
02/27/1991,231,7137,57,4241,2928,183,0.04472,0.10305,0.14777,16.95197366
02/28/1991,235,7238,58,4177,2884,181,0.04412,0.10361,0.14773,17.11657892
03/01/1991,240,7339,58,4113,2840,178,0.04353,0.10415,0.14768,17.28118419
03/02/1991,216,6795,54,3986,2752,173,0.04202,0.09774,0.13976,17.44578945
03/03/1991,226,7034,56,4113,2840,178,0.04339,0.10108,0.14447,17.61039471
03/04/1991,239,7310,58,4113,2840,178,0.04352,0.10386,0.14738,17.77499998
03/05/1991,233,7180,57,4145,2862,179,0.04378,0.10278,0.14656,17.93960524
03/06/1991,241,7367,59,3955,2730,172,0.04196,0.10328,0.14524,18.1042105
03/07/1991,233,7195,57,3923,2708,170,0.04156,0.1013,0.14286,18.26881576
03/08/1991,231,7137,57,3986,2752,173,0.04217,0.10119,0.14336,18.43342103
03/09/1991,215,6780,54,3923,2708,170,0.04138,0.09712,0.1385,18.59802629
03/10/1991,210,6643,53,3703,2552,161,0.03913,0.09409,0.13322,18.76263155
03/11/1991,202,6457,52,3640,2507,159,0.03842,0.09175,0.13017,18.92723682
03/12/1991,201,6426,51,3609,2484,158,0.0381,0.09119,0.12929,19.09184208
03/13/1991,203,6488,52,3671,2529,160,0.03874,0.09229,0.13103,19.25644734
03/14/1991,208,6597,53,3577,2461,156,0.03785,0.09267,0.13052,19.42105261
03/15/1991,213,6734,54,3546,2439,155,0.03759,0.09382,0.13141,19.58565787
03/16/1991,219,6870,55,4177,2884,181,0.04396,0.0999,0.14386,19.75026313
03/17/1991,206,6566,52,3923,2708,170,0.04129,0.09496,0.13625,19.91486839
03/18/1991,229,7093,56,3860,2664,168,0.04089,0.09981,0.1407,20.07947366
03/19/1991,311,8754,71,3923,2708,170,0.04234,0.11703,0.15937,20.24407892
03/20/1991,330,9089,74,4177,2884,181,0.04507,0.12228,0.16735,20.40868418
03/21/1991,266,7894,63,4145,2862,179,0.04411,0.10998,0.15409,20.57328945
03/22/1991,235,7224,58,3955,2730,172,0.0419,0.10184,0.14374,20.73789471
03/23/1991,222,6930,55,3703,2552,161,0.03925,0.09698,0.13623,20.90249997
03/24/1991,224,6975,56,3703,2552,161,0.03927,0.09744,0.13671,21.06710524
03/25/1991,217,6810,54,3671,2529,160,0.03888,0.09553,0.13441,21.2317105
03/26/1991,205,6519,52,3640,2507,159,0.03845,0.09237,0.13082,21.39631576
03/27/1991,198,6363,51,3609,2484,158,0.03807,0.09056,0.12863,21.56092102
03/28/1991,201,6426,51,3609,2484,158,0.0381,0.09119,0.12929,21.72552629
03/29/1991,212,6704,53,3577,2461,156,0.03789,0.09374,0.13163,21.89013155
03/30/1991,220,6885,55,3546,2439,155,0.03766,0.09534,0.133,22.05473681
03/31/1991,216,6795,54,3515,2416,154,0.03731,0.09419,0.1315,22.21934208
04/01/1991,215,6765,54,3484,2393,153,0.03699,0.09365,0.13064,22.38394734
04/02/1991,213,6719,54,3422,2348,150,0.03635,0.09271,0.12906,22.5485526
04/03/1991,216,6795,54,3422,2348,150,0.03638,0.09347,0.12985,22.71315787
04/04/1991,225,7004,56,3359,2302,148,0.03584,0.0951,0.13094,22.87776313
04/05/1991,2888,18551,491,39469,11194,2000,0.42357,0.32236,0.74593,23.04236839
04/06/1991,7293,17699,1228,34582,10832,1712,0.41875,0.31471,0.73346,23.20697365
04/07/1991,6047,18151,1016,26615,9976,1263,0.32662,0.30406,0.63068,23.37157892
04/08/1991,6727,17910,1131,35105,10876,1742,0.41832,0.31659,0.73491,23.53618418
04/09/1991,6309,18060,1060,22588,9366,1048,0.28897,0.29534,0.58431,23.70078944
04/10/1991,3207,18636,543,14057,7419,619,0.17264,0.27217,0.44481,23.86539471
04/11/1991,1173,16000,213,10197,6072,439,0.1137,0.22724,0.34094,24.02999997
04/12/1991,1304,16451,234,9306,5698,399,0.1061,0.22782,0.33392,24.05272724
04/13/1991,782,14006,150,6844,4507,292,0.07626,0.18955,0.26581,24.07545452
04/14/1991,540,11934,110,5770,3901,246,0.0631,0.16191,0.22501,24.09818179
04/15/1991,472,11160,99,6980,4580,297,0.07452,0.16136,0.23588,24.12090906
04/16/1991,1053,15509,194,27911,10144,1334,0.28964,0.27181,0.56145,24.14363633
04/17/1991,1528,17061,270,38581,11136,1947,0.40109,0.30414,0.70523,24.16636361
04/18/1991,766,13895,147,37695,11074,1894,0.38461,0.2701,0.65471,24.18909088
04/19/1991,506,11558,104,17579,8358,791,0.18085,0.20811,0.38896,24.21181815
04/20/1991,430,10612,91,8149,5170,348,0.08579,0.16221,0.248,24.23454542
04/21/1991,389,10041,84,6810,4489,290,0.07199,0.14904,0.22103,24.2572727
04/22/1991,381,9914,83,6573,4360,280,0.06954,0.14637,0.21591,24.27999997
04/23/1991,461,11024,97,6472,4304,276,0.06933,0.15701,0.22634,23.96499997
04/24/1991,399,10185,86,6070,4076,259,0.06469,0.14606,0.21075,23.64999998
04/25/1991,359,9568,79,6003,4038,256,0.06362,0.13941,0.20303,23.72843371
04/26/1991,335,9171,75,5506,3743,235,0.05841,0.13224,0.19065,23.80686745
04/27/1991,321,8935,73,5014,3437,215,0.05335,0.1266,0.17995,23.88530118
04/28/1991,311,8754,71,5473,3723,234,0.05784,0.12782,0.18566,23.96373492
04/29/1991,299,8531,69,5112,3499,219,0.05411,0.12318,0.17729,24.04216865
04/30/1991,289,8354,67,4884,3354,209,0.05173,0.11984,0.17157,24.12060239
05/01/1991,279,8146,65,4949,3396,212,0.05228,0.11819,0.17047,24.19903612
05/02/1991,464,11061,97,5276,3601,226,0.0574,0.14985,0.20725,24.27746986
05/03/1991,512,11634,105,4368,3014,188,0.0488,0.14941,0.19821,24.35590359
05/04/1991,327,9042,74,4722,3249,203,0.05049,0.12568,0.17617,24.43433733
05/05/1991,703,13428,137,9271,5683,398,0.09974,0.19646,0.2962,24.51277106
05/06/1991,1216,16158,220,21578,9188,995,0.22794,0.26561,0.49355,24.5912048
05/07/1991,1714,17445,300,21901,9246,1012,0.23615,0.28003,0.51618,24.66963853
05/08/1991,895,14711,168,14774,7630,653,0.15669,0.23162,0.38831,24.74807227
05/09/1991,602,12560,120,9768,5895,420,0.1037,0.18995,0.29365,24.826506
05/10/1991,572,12267,115,10197,6072,439,0.10769,0.18893,0.29662,24.90493974
05/11/1991,1593,17205,281,20736,9030,951,0.22329,0.27467,0.49796,24.98337347
05/12/1991,1019,15354,188,17191,8265,771,0.1821,0.24578,0.42788,25.06180721
05/13/1991,557,12114,113,10161,6057,438,0.10718,0.18722,0.2944,25.14024094
05/14/1991,448,10859,94,8462,5318,362,0.0891,0.16633,0.25543,25.21867468
05/15/1991,399,10185,86,7561,4881,323,0.0796,0.15475,0.23435,25.29710841
05/16/1991,432,10641,92,6506,4323,277,0.06938,0.15333,0.22271,25.37554215
05/17/1991,464,11061,97,5804,3921,248,0.06268,0.15327,0.21595,25.45397588
05/18/1991,386,9999,84,5374,3662,230,0.0576,0.13975,0.19735,25.53240962
05/19/1991,457,10970,96,5903,3980,252,0.0636,0.15298,0.21658,25.61084335
05/20/1991,435,10689,92,5870,3960,250,0.06305,0.14991,0.21296,25.68927709
05/21/1991,379,9893,83,5440,3702,232,0.05819,0.1391,0.19729,25.76771082
05/22/1991,339,9252,76,5342,3642,228,0.05681,0.13198,0.18879,25.84614455
05/23/1991,333,9148,75,5342,3642,228,0.05675,0.13093,0.18768,25.92457829
05/24/1991,313,8802,71,5243,3581,224,0.05556,0.12678,0.18234,26.00301202
05/25/1991,293,8430,68,5112,3499,219,0.05405,0.12216,0.17621,26.08144576
05/26/1991,287,8315,67,4852,3333,208,0.05139,0.11923,0.17062,26.15987949
05/27/1991,283,8225,66,4852,3333,208,0.05135,0.11832,0.16967,26.23831323
05/28/1991,272,8014,64,4658,3207,200,0.0493,0.11485,0.16415,26.31674696
05/29/1991,262,7813,62,4690,3228,201,0.04952,0.11304,0.16256,26.3951807
05/30/1991,257,7717,62,4465,3079,192,0.04722,0.1105,0.15772,26.47361443
05/31/1991,250,7551,60,4465,3079,192,0.04715,0.10882,0.15597,26.55204817
06/01/1991,244,7424,59,4304,2971,186,0.04548,0.1064,0.15188,26.6304819
06/02/1991,240,7353,59,4113,2840,178,0.04353,0.1043,0.14783,26.70891564
06/03/1991,239,7324,58,4177,2884,181,0.04416,0.10447,0.14863,26.78734937
06/04/1991,233,7195,57,4082,2818,177,0.04315,0.10247,0.14562,26.86578311
06/05/1991,224,6990,56,4177,2884,181,0.04401,0.10111,0.14512,26.94421684
06/06/1991,219,6870,55,4209,2906,182,0.04428,0.10013,0.14441,27.02265058
06/07/1991,220,6885,55,3892,2686,169,0.04112,0.09795,0.13907,27.10108431
06/08/1991,220,6885,55,3609,2484,158,0.03829,0.09582,0.13411,27.17951805
06/09/1991,219,6870,55,3609,2484,158,0.03828,0.09567,0.13395,27.25795178
06/10/1991,211,6673,53,3577,2461,156,0.03788,0.09343,0.13131,27.33638552
06/11/1991,210,6658,53,3484,2393,153,0.03694,0.09257,0.12951,27.41481925
06/12/1991,210,6658,53,3422,2348,150,0.03632,0.09209,0.12841,27.49325299
06/13/1991,209,6627,53,3359,2302,148,0.03568,0.0913,0.12698,27.57168672
06/14/1991,209,6627,53,3266,2234,144,0.03475,0.09058,0.12533,27.65012046
06/15/1991,209,6627,53,3546,2439,155,0.03755,0.09274,0.13029,27.72855419
06/16/1991,215,6780,54,4018,2774,174,0.04233,0.09782,0.14015,27.80698793
06/17/1991,220,6885,55,4400,3036,190,0.0462,0.10166,0.14786,27.88542166
06/18/1991,247,7495,60,5342,3642,228,0.05589,0.11425,0.17014,27.9638554
06/19/1991,278,8133,65,3797,2619,165,0.04075,0.10982,0.15057,28.04228913
06/20/1991,330,9089,74,3892,2686,169,0.04222,0.12018,0.1624,28.12072286
06/21/1991,265,7880,63,3515,2416,154,0.0378,0.10513,0.14293,28.1991566
06/22/1991,171,5662,46,3328,2279,146,0.03499,0.08133,0.11632,28.27759033
06/23/1991,155,5198,43,3236,2210,143,0.03391,0.07594,0.10985,28.35602407
06/24/1991,346,9355,77,3422,2348,150,0.03768,0.1193,0.15698,28.4344578
06/25/1991,814,14219,155,4273,2949,184,0.05087,0.17507,0.22594,28.51289154
06/26/1991,1429,16812,254,4368,3014,188,0.05797,0.20268,0.26065,28.59132527
06/27/1991,822,14270,156,4273,2949,184,0.05095,0.17559,0.22654,28.66975901
06/28/1991,479,11248,100,4082,2818,177,0.04561,0.14343,0.18904,28.74819274
06/29/1991,353,9479,78,5903,3980,252,0.06256,0.13789,0.20045,28.82662648
06/30/1991,289,8354,67,11099,6423,480,0.11388,0.15324,0.26712,28.90506021
07/01/1991,283,8225,66,5047,3458,216,0.0533,0.11965,0.17295,28.98349395
07/02/1991,277,8107,65,4050,2796,175,0.04327,0.11143,0.1547,29.06192768
07/03/1991,311,8754,71,4050,2796,175,0.04361,0.11796,0.16157,29.14036142
07/04/1991,383,9946,83,3640,2507,159,0.04023,0.12695,0.16718,29.21879515
07/05/1991,326,9030,74,3422,2348,150,0.03748,0.11602,0.1535,29.29722889
07/06/1991,283,8225,66,10556,6215,455,0.10839,0.14961,0.258,29.37566262
07/07/1991,484,11310,101,16726,8151,748,0.1721,0.2031,0.3752,29.45409636
07/08/1991,612,12652,122,14396,7520,635,0.15008,0.20929,0.35937,29.53253009
07/09/1991,446,10831,94,8988,5558,385,0.09434,0.16868,0.26302,29.61096383
07/10/1991,315,8827,72,5178,3540,222,0.05493,0.12661,0.18154,29.68939756
07/11/1991,504,11542,104,5671,3842,242,0.06175,0.1573,0.21905,29.7678313
07/12/1991,500,11491,103,4852,3333,208,0.05352,0.15135,0.20487,29.84626503
07/13/1991,324,8995,73,3860,2664,168,0.04184,0.119,0.16084,29.92469877
07/14/1991,279,8146,65,3484,2393,153,0.03763,0.10757,0.1452,30.0031325
07/15/1991,261,7786,62,3205,2187,141,0.03466,0.10176,0.13642,30.08156624
07/16/1991,250,7565,60,2959,2002,132,0.03209,0.09759,0.12968,30.15999997
07/17/1991,240,7353,59,2837,1909,127,0.03077,0.09448,0.12525,30.91999996
07/18/1991,237,7267,58,2764,1853,124,0.03001,0.09302,0.12303,30.79142853
07/19/1991,219,6870,55,2718,1818,122,0.02937,0.08865,0.11802,30.66285711
07/20/1991,166,5527,45,2658,1771,120,0.02824,0.07463,0.10287,30.53428568
07/21/1991,155,5198,43,2579,1710,116,0.02734,0.07067,0.09801,30.40571426
07/22/1991,159,5320,44,2516,1660,114,0.02675,0.07138,0.09813,30.27714283
07/23/1991,201,6426,51,2495,1644,113,0.02696,0.08234,0.1093,30.14857141
07/24/1991,208,6597,53,2516,1660,114,0.02724,0.08424,0.11148,30.01999998
07/25/1991,220,6885,55,2837,1909,127,0.03057,0.08976,0.12033,29.9417073
07/26/1991,179,5879,47,2658,1771,120,0.02837,0.07817,0.10654,29.86341461
07/27/1991,221,6915,55,2501,1648,113,0.02722,0.08731,0.11453,29.78512193
07/28/1991,170,5612,46,2176,1391,100,0.02346,0.07149,0.09495,29.70682925
07/29/1991,155,5216,43,2441,1601,111,0.02596,0.06971,0.09567,29.62853656
07/30/1991,215,6780,54,2543,1681,115,0.02758,0.0863,0.11388,29.55024388
07/31/1991,217,6825,54,2328,1512,106,0.02545,0.08497,0.11042,29.4719512
08/01/1991,186,6059,49,2420,1585,110,0.02606,0.07803,0.10409,29.39365851
08/02/1991,155,5216,43,2334,1516,107,0.02489,0.06882,0.09371,29.31536583
08/03/1991,145,4914,41,2220,1427,102,0.02365,0.06484,0.08849,29.23707315
08/04/1991,144,4878,41,2298,1488,105,0.02442,0.06512,0.08954,29.15878047
08/05/1991,143,4860,41,2093,1325,97,0.02236,0.06323,0.08559,29.08048778
08/06/1991,164,5458,45,2108,1337,98,0.02272,0.06938,0.0921,29.0021951
08/07/1991,183,5977,48,2120,1346,98,0.02303,0.07469,0.09772,28.92390242
08/08/1991,191,6188,50,2108,1337,98,0.02299,0.07673,0.09972,28.84560973
08/09/1991,149,5022,42,2049,1290,95,0.02198,0.06449,0.08647,28.76731705
08/10/1991,129,4420,38,2008,1257,94,0.02137,0.05809,0.07946,28.68902437
08/11/1991,136,4624,39,2046,1288,95,0.02182,0.06046,0.08228,28.61073168
08/12/1991,145,4914,41,1996,1248,93,0.02141,0.06296,0.08437,28.532439
08/13/1991,156,5233,43,1961,1219,92,0.02117,0.06587,0.08704,28.45414632
08/14/1991,168,5578,45,1593,924,77,0.01761,0.06624,0.08385,28.37585363
08/15/1991,166,5527,45,1757,1056,84,0.01923,0.06712,0.08635,28.29756095
08/16/1991,159,5320,44,1789,1081,85,0.01948,0.0653,0.08478,28.21926827
08/17/1991,118,4079,36,1737,1040,83,0.01855,0.05238,0.07093,28.14097558
08/18/1991,111,3828,34,1740,1042,83,0.01851,0.04987,0.06838,28.0626829
08/19/1991,112,3867,34,1821,1107,86,0.01933,0.05094,0.07027,27.98439022
08/20/1991,130,4438,38,1908,1177,90,0.02038,0.05743,0.07781,27.90609753
08/21/1991,151,5093,42,1746,1046,83,0.01897,0.06264,0.08161,27.82780485
08/22/1991,166,5510,45,1818,1105,86,0.01984,0.06746,0.0873,27.74951217
08/23/1991,162,5407,44,1818,1105,86,0.0198,0.06642,0.08622,27.67121948
08/24/1991,113,3906,35,1665,982,80,0.01778,0.05003,0.06781,27.5929268
08/25/1991,106,3671,33,1521,867,75,0.01627,0.04646,0.06273,27.51463412
08/26/1991,128,4401,38,1564,901,76,0.01692,0.05416,0.07108,27.43634144
08/27/1991,433,10660,92,1642,963,79,0.02075,0.11794,0.13869,27.35804875
08/28/1991,252,7593,61,1711,1019,82,0.01963,0.08755,0.10718,27.27975607
08/29/1991,191,6188,50,1838,1121,87,0.02029,0.07446,0.09475,27.20146339
08/30/1991,147,4968,41,1786,1079,85,0.01933,0.06173,0.08106,27.1231707
08/31/1991,127,4345,37,1644,966,79,0.01771,0.05427,0.07198,27.04487802
09/01/1991,146,4932,41,1728,1033,83,0.01874,0.06089,0.07963,26.96658534
09/02/1991,177,5813,47,1737,1040,83,0.01914,0.06983,0.08897,26.88829265
09/03/1991,216,6795,54,1642,963,79,0.01858,0.07891,0.09749,26.80999997
09/04/1991,332,9124,75,2552,1688,115,0.02884,0.11002,0.13886,26.73170729
09/05/1991,436,10698,92,3236,2210,143,0.03672,0.13143,0.16815,26.6534146
09/06/1991,324,8995,73,3577,2461,156,0.03901,0.11685,0.15586,26.57512192
09/07/1991,255,7662,61,3205,2187,141,0.0346,0.10051,0.13511,26.49682924
09/08/1991,225,7004,56,2483,1634,113,0.02708,0.08807,0.11515,26.41853655
09/09/1991,242,7396,59,2164,1382,100,0.02406,0.08937,0.11343,26.34024387
09/10/1991,249,7537,60,2046,1288,95,0.02295,0.0898,0.11275,26.26195119
09/11/1991,230,7122,57,2244,1446,103,0.02474,0.08728,0.11202,26.1836585
09/12/1991,220,6885,55,2011,1259,94,0.02231,0.08293,0.10524,26.10536582
09/13/1991,173,5712,46,2093,1325,97,0.02266,0.0718,0.09446,26.02707314
09/14/1991,152,5128,42,1985,1238,93,0.02137,0.06501,0.08638,25.94878046
09/15/1991,155,5216,43,2117,1344,98,0.02272,0.06701,0.08973,25.87048777
